national_code,date_granted,label,amount_approved,count_installment,num_loans,age,sex,marital_status,current_installments_amount_guarantee,num_negative_status_last_2years,num_negative_status_before_2years,total_early_payment,total_delayed_payment,max_installment_amount,oldest_loan_age,complete_last_payment_age,num_prev_0_1_yearLoans,num_prev_1_3_yearsLoans,guarantor_role,negstatus_guarantor_last_12_month,negstatus_guarantor_before_12_month,completed_to_all_loan_amount,variety_prev_purpose,outstanding_debt_ratio,sarresid_gozashte_6_month,sarresid_gozashte_6_18_month,sarresid_gozashte_18_120_month,moavagh_12_month,moavagh_12_120_month,mashkookolvosol_12_month,mashkookolvosol_12_120_month,worst_negative_status_last_2years,total_complete_installments_5years,total_current_installments,age_last_negative_status
hash_14011227_120793,14001217,1,711145704.3,24,1,36,مرد,متاهل,8597233.84,4,7,14,0,34195807.18,1710,263,1,0,1,0,.,1,1,0,0,0,6,0,5,0,0,معوق,34195807.18,0,368
hash_14011227_191735,14000518,1,647790733.5,24,2,41,مرد,متاهل,0,0,0,0,139,300469816.2,1246,383,1,0,0,.,.,0.376313134,2,0.204081633,0,0,0,0,0,0,0,,300469816.2,0,.
hash_14011227_169302,14001202,1,471340757.5,12,10,46,مرد,متاهل,55310297.18,8,3,0,464,55567352.39,3172,125,2,3,1,2,3,0.962656385,3,0.251211716,0,3,7,0,0,0,0,سررسید گذشته,230951931.2,0,398
hash_14011227_153958,14001117,1,251167956.4,12,5,42,زن,متاهل,149200898.7,0,0,0,0,22507047.3,2751,925,2,2,1,1,15,0.406428809,2,0.521299209,0,0,0,0,0,0,0,,33803754.19,44312536.95,.
hash_14011227_13645,14001203,1,297688899.5,12,6,41,مرد,مجرد,0,10,19,0,248,75562269.77,2277,384,1,3,0,.,.,0.689536942,2,0.495065523,3,7,11,0,4,0,4,سررسید گذشته,140452958.6,82199392.41,93
hash_14011227_146190,14001020,1,426938850.3,48,3,36,مرد,متاهل,0,19,48,0,225,60769797.96,2618,187,1,0,0,.,0,0.980348501,2,0.333333333,0,0,36,3,24,2,2,مشکوک الوصول,75966937.66,939053.3952,298
hash_14011227_195988,14001118,1,920949173.5,24,10,43,زن,مجرد,14765362.45,3,0,227,287,60298071.34,2060,48,2,5,1,0,.,0.50014639,4,0.818366012,1,1,0,0,0,0,0,سررسید گذشته,239946218.8,105870472.8,169
hash_14011227_5272,14001004,1,512326620.4,24,5,36,زن,متاهل,0,3,0,0,0,80074853.21,1536,441,1,3,0,.,.,0.609867752,3,0.36765416,0,1,2,0,0,0,0,سررسید گذشته,101939212.8,33959048.85,501
hash_14011227_195090,14001205,1,785567929.2,18,5,35,مرد,مجرد,2657993455,0,0,11,0,2178878210,3052,521,2,3,1,1,0,0.787084288,2,0.637483254,0,0,0,0,0,0,0,,2209773419,46196924.74,.
hash_14011227_114525,14000624,1,571874485.3,18,9,36,مرد,مجرد,405176380,12,10,99,141,41648418.77,2739,434,3,3,1,10,5,0.316383198,2,0.67412476,3,7,12,0,0,0,0,سررسید گذشته,41338813.51,61028608.62,132
hash_14011227_199619,14000824,1,177816857.6,20,1,42,مرد,متاهل,9815011.114,0,0,.,.,1032873.132,519,.,1,1,1,0,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_122980,14000829,1,693485744.5,24,2,56,زن,مجرد,0,4,2,0,72,25550030.23,1542,740,1,1,0,.,.,0.534506285,2,0.27027027,1,2,3,0,0,0,0,سررسید گذشته,25550030.23,0,29
hash_14011227_25801,14000927,1,439169271.9,20,2,36,مرد,متاهل,0,1,2,12,0,41685630.57,1171,639,2,0,0,0,2,0.743282446,1,0.083333333,0,0,3,0,0,0,0,سررسید گذشته,41685630.57,21596298.64,729
hash_14011227_47213,14000813,1,1066901145,60,7,35,مرد,متاهل,137237268.8,0,0,0,91,49027238.8,1943,703,3,3,1,7,0,0.06500662,4,0.883180666,0,0,0,0,0,0,0,,18573472.6,142981982.3,.
hash_14011227_36649,14000604,1,754949815.6,48,1,34,زن,متاهل,0,8,13,9,0,28861141.51,1771,313,1,0,0,.,.,1,1,0,0,1,17,0,1,0,2,معوق,28861141.51,0,453
hash_14011227_118421,14000928,1,699871349.7,36,1,43,مرد,متاهل,21870979.68,9,0,.,.,21322194.64,626,.,1,1,1,0,.,.,1,0.809090909,4,4,0,1,0,0,0,معوق,.,21322194.64,58
hash_14011227_77263,14001028,1,939265470.7,24,4,41,مرد,مجرد,129033203,0,1,288,7,127975849.6,1930,30,2,2,1,0,0,0.396465269,3,1,0,0,1,0,0,0,0,,186626403,4010151233,1266
hash_14011227_29416,14001221,1,777298793.1,12,10,43,مرد,متاهل,0,44,107,60,77,85395544.26,4329,537,3,0,0,.,0,0.347043707,3,0.552194488,1,9,50,4,53,0,2,معوق,82121223.84,212648687.7,141
hash_14011227_15207,14001209,1,582147181.2,24,2,38,زن,متاهل,25772140.83,0,0,.,.,20657050.16,848,.,1,2,1,0,.,.,2,0.390440816,0,0,0,0,0,0,0,,.,20657050.16,.
hash_14011227_133703,14000323,1,230817648.5,18,12,39,مرد,مجرد,32696281.16,5,35,787,434,33978008.05,4240,451,2,4,1,0,2,0.302356271,4,0.493193495,1,2,36,1,0,0,0,معوق,48174875.63,35473711.53,34
hash_14011227_112143,14001211,1,429374064.9,12,7,36,زن,متاهل,219098665.6,4,8,136,139,62985803.89,1336,254,2,3,1,12,1,0.376918965,3,0.440613894,3,0,9,0,0,0,0,سررسید گذشته,139433973.1,75131121.49,16
hash_14011227_139879,14001103,1,217678895.6,18,4,61,مرد,متاهل,18758217.93,0,1,0,135,23916729.61,4563,679,2,0,1,0,0,0.135342625,3,0.418957451,0,0,1,0,0,0,0,,23916729.61,14316288.79,780
hash_14011227_140164,14000518,1,490750555.7,15,7,38,مرد,مجرد,0,6,17,49,26,5086634486,1512,329,3,2,0,.,.,0.439286476,3,0.891169608,0,2,1,0,12,0,7,معوق,362312606.1,31985246.18,196
hash_14011227_135093,14001219,1,377072606,11,8,47,مرد,مجرد,217278495,0,2,111,620,107055056.8,1642,49,1,4,1,1,6,1,2,0,0,0,2,0,0,0,0,,462905338.1,0,1176
hash_14011227_155682,14000722,1,273151609.1,12,10,41,زن,مجرد,186603990.4,1,17,0,313,47046717.52,2803,229,4,1,1,6,5,0.657349591,4,0.790248856,0,0,12,0,0,0,1,سررسید گذشته,138008697.9,63656961.47,601
hash_14011227_122391,14000426,1,1215220435,18,13,37,زن,متاهل,404394825.6,7,34,156,1789,237853030.7,3414,149,5,3,1,4,0,0.543059057,4,0.761681932,0,0,26,0,3,0,1,معوق,365777659.7,150272304,605
hash_14011227_47811,14001218,1,661530887.7,26,15,45,مرد,متاهل,145410545.8,28,106,0,694,769741888.1,4039,168,5,2,1,1,15,0.268688725,5,0.34932068,1,7,49,0,16,0,11,مشکوک الوصول,936836833.7,1109190798,138
hash_14011227_5753,14000806,1,764612487.6,12,11,48,زن,متاهل,179572127.3,4,29,148,378,57047447.66,2194,182,3,1,1,0,0,0.324836604,3,0.441219814,0,0,21,0,2,0,0,معوق,108998098.9,117344759.3,558
hash_14011227_12299,14001014,1,1024653241,12,16,44,مرد,مجرد,476254680,0,0,0,115,404455419.5,3486,685,13,1,1,1,0,0.554613445,3,0.728436756,0,0,0,0,0,0,0,,495629227.1,277398483,.
hash_14011227_178144,14000308,1,1259005355,22,7,39,زن,متاهل,62810251.85,3,0,0,234,177557172.4,1237,375,1,5,1,1,6,0.561529011,3,0.245917987,1,2,0,0,0,0,0,سررسید گذشته,644096851.7,0,72
hash_14011227_189755,14001216,1,744222248.7,20,3,52,زن,متاهل,0,4,44,.,.,125245115.2,2688,.,2,0,0,.,0,.,2,0.593201845,1,2,13,0,30,0,1,سررسید گذشته,.,194859207,166
hash_14011227_192459,14001218,1,496148165.8,16,3,37,مرد,مجرد,58378683.3,0,0,0,121,26314477.69,3845,314,1,2,1,8,0,0.041041578,2,0.123287671,0,0,0,0,0,0,0,,13702210.41,26314477.69,.
hash_14011227_155778,14000729,1,1092606437,33,5,59,زن,متاهل,0,3,0,517,27,49677063.2,2056,427,2,0,0,.,0,0.326100995,1,0.59455435,0,3,0,0,0,0,0,سررسید گذشته,44810919.74,49677063.2,457
hash_14011227_192541,14000810,1,942429345.1,23,2,39,مرد,مجرد,24632087.02,0,0,0,0,74226688.54,1908,933,1,1,1,0,.,0.391095245,2,0.405405405,0,0,0,0,0,0,0,,55124543.06,0,.
hash_14011227_102667,14000921,1,752361700.9,15,2,34,مرد,مجرد,0,7,11,.,.,11792321.64,1544,.,1,1,0,.,.,.,1,0.019205698,0,3,14,0,1,0,0,معوق,.,952348.8594,327
hash_14011227_133577,14000606,1,132116217.7,12,1,45,مرد,متاهل,0,0,0,.,.,1932234.957,235,.,2,0,0,.,0,.,1,0.708333333,0,0,0,0,0,0,0,,.,1932234.957,.
hash_14011227_185820,14000924,1,537151260.9,24,1,39,مرد,متاهل,0,0,20,0,289,12267217.62,2597,1212,1,0,0,.,.,1,1,0,0,0,17,0,3,0,0,,12267217.62,0,1445
hash_14011227_201041,14001025,1,683102160.5,18,4,38,مرد,مجرد,164426525,6,0,.,.,387065735.2,3442,.,1,3,1,0,0,.,2,0.512556285,0,3,2,1,0,0,0,معوق,.,500971464,159
hash_14011227_45966,14000422,1,202536739.2,36,8,43,زن,متاهل,0,34,7,0,1782,113354959.3,2858,420,2,5,0,.,.,0.45273971,3,0.557701254,5,10,8,0,7,0,0,معوق,137610947.8,46349587.86,84
hash_14011227_81877,14000729,1,273151609.1,24,5,48,زن,متاهل,174772059.4,8,15,0,72,74853774.29,2300,136,2,0,1,2,23,0.628071399,3,0.534242475,1,5,17,0,0,0,0,سررسید گذشته,94756151.27,45513579.51,168
hash_14011227_38789,14000816,1,800175859.1,21,6,64,مرد,متاهل,31913385.1,0,0,.,.,35482862.95,117,.,7,0,1,1,0,.,3,0.939493715,0,0,0,0,0,0,0,,.,141931451.8,.
hash_14011227_108131,14001202,1,661530887.7,18,4,45,مرد,مجرد,11839834.52,8,0,.,.,25291815.66,1082,.,3,2,1,0,1,.,2,0.795587347,1,3,4,0,0,0,0,سررسید گذشته,.,85138568.69,62
hash_14011227_110822,14000819,1,320070343.6,16,3,51,مرد,متاهل,2287157087,10,11,0,416,44556510.61,2986,71,2,0,1,12,43,0.103963871,2,0.819672131,1,1,8,0,0,8,3,مشکوک الوصول,5543584.005,38714624.25,80
hash_14011227_57595,14001011,1,1024653241,27,2,44,مرد,مجرد,35801621.61,0,0,0,43,15661200.28,7226,8,1,0,1,1,0,0.248826255,2,0.012295082,0,0,0,0,0,0,0,,15661200.28,7169372.386,.
hash_14011227_125055,14000620,1,1038055996,24,1,39,مرد,متاهل,82571572.61,0,0,101,0,27684797.38,1549,570,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,27684797.38,0,.
hash_14011227_120867,14001014,1,426938850.3,12,7,45,زن,متاهل,0,1,9,0,274,36150701.61,2001,100,3,2,0,.,.,0.429013507,2,0.639988754,0,1,9,0,0,0,0,سررسید گذشته,81371403.37,91434293.97,532
hash_14011227_173100,14000824,1,800175859.1,20,2,38,مرد,مجرد,55560463.68,0,25,0,599,45278400.5,2709,1000,1,0,1,7,18,0.333307026,2,0,0,0,11,0,12,0,0,,23265312.47,0,1426
hash_14011227_192892,14000509,1,942241067,33,2,37,مرد,مجرد,0,0,0,0,26,26544505.08,2117,254,1,0,0,.,.,1,1,0,0,0,0,0,0,0,0,,48193994.67,0,.
hash_14011227_176104,14001026,1,691640937.5,12,9,53,مرد,متاهل,232191409.5,8,30,291,200,73221883.99,2409,129,2,5,1,0,.,0.489584261,3,0.705049299,0,6,14,0,12,0,4,سررسید گذشته,122166627.7,126649375.1,209
hash_14011227_95624,14001102,1,418613260.7,12,5,55,مرد,متاهل,0,22,0,.,.,23593516.98,802,.,1,5,0,.,.,.,1,0.731958763,2,4,3,0,0,0,0,سررسید گذشته,.,47187033.96,62
hash_14011227_131505,14000629,1,283106180.8,24,5,36,مرد,مجرد,157584448.5,0,24,0,75,47244817.81,2131,900,2,1,1,0,0,0.082737463,3,0.858520961,0,0,5,0,17,0,0,,19310548.77,91409252.25,1172
hash_14011227_28189,14000728,1,728404291,16,3,64,مرد,مجرد,86289893.47,2,0,0,6,42795001.5,1378,277,2,1,1,0,2,0.642829441,2,0.267426968,0,2,0,0,0,0,0,سررسید گذشته,42795001.5,0,456
hash_14011227_123490,14000903,1,349935674.9,12,1,38,مرد,متاهل,0,0,0,.,.,1032873.132,528,.,1,1,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_156382,14000819,1,417869615.3,27,3,50,مرد,متاهل,0,3,4,114,120,37720990.99,1996,289,1,0,0,0,10,1,2,0,0,2,5,0,0,0,0,سررسید گذشته,79733875.71,0,339
hash_14011227_77388,14001027,1,512326620.4,20,3,42,مرد,متاهل,140434902.4,5,22,0,410,32128515.03,3723,252,1,0,1,0,4,1,1,0,0,0,20,0,0,0,0,سررسید گذشته,56193874.22,0,597
hash_14011227_34925,14001222,1,330765443.9,19,9,37,زن,متاهل,92903963.72,5,1,165,880,142312950.1,2748,168,4,3,1,10,0,0.619291059,3,0.759925445,0,3,1,1,1,0,0,معوق,318629095.5,123904743.1,318
hash_14011227_60450,14000308,1,713436368,14,4,36,مرد,مجرد,70663601.82,8,2,0,0,48426849.41,2898,1072,3,1,1,2,.,0.309693348,2,0.744151996,0,1,0,1,7,1,0,مشکوک الوصول,24986161.27,81614273.9,167
hash_14011227_92350,14000711,1,1037976115,24,6,54,مرد,مجرد,0,0,8,44,0,89759049.71,4562,73,1,1,0,.,.,0.568658494,3,0,0,0,8,0,0,0,0,,42458134.02,0,2266
hash_14011227_170992,14001114,1,83722652.14,12,7,45,زن,متاهل,65241702.48,15,16,183,0,18996588.27,1426,39,2,2,1,0,0,0.43994818,3,0.427322005,4,7,18,0,0,0,0,سررسید گذشته,20209394.02,35633666,14
hash_14011227_8836,14010117,1,80114596.65,24,3,41,زن,مجرد,0,0,1,167,293,49442079.65,1358,533,0,2,0,.,.,0.533872184,2,0.469387755,0,0,1,0,0,0,0,,65406348.98,22281471.95,808
hash_14011227_195485,14001005,1,512326620.4,24,3,37,مرد,متاهل,103664221.3,2,0,.,.,73457948.27,1102,.,1,2,1,11,55,.,1,0.867437576,1,0,1,0,0,0,0,سررسید گذشته,.,158877591.3,114
hash_14011227_171898,14000504,1,981501111.4,50,2,37,مرد,متاهل,0,0,0,0,0,103100962,1897,801,2,0,0,.,.,0.715793364,2,0.755102041,0,0,0,0,0,0,0,,103100962,30911131.81,.
hash_14011227_45565,14001222,1,82691360.96,24,1,45,زن,متاهل,0,0,70,0,1064,105592418.7,5559,843,1,0,0,.,.,1,1,0,0,0,0,0,8,0,62,,105592418.7,0,905
hash_14011227_138649,14000630,1,1075803487,27,6,47,زن,متاهل,373927027.1,0,19,.,.,536438742.8,4122,.,4,1,1,0,0,.,3,0.538164761,0,0,8,0,9,0,0,,.,784363427.7,2527
hash_14011227_129106,14000911,1,909832754.6,36,2,41,مرد,مجرد,34467190.47,1,0,.,.,19717024.43,793,.,1,2,1,0,0,.,1,0.736251566,1,0,0,0,0,0,0,سررسید گذشته,.,15876671.85,164
hash_14011227_8652,14000826,1,444542143.9,10,10,51,مرد,مجرد,46398859.45,17,37,0,1532,110640030.7,2803,87,4,2,1,0,.,0.531548707,3,0.673646554,2,7,10,5,9,0,18,معوق,176556439,96644259.94,118
hash_14011227_133449,14000806,1,444542143.9,12,4,40,مرد,مجرد,15120902.79,0,23,0,66,48838540.66,2256,430,2,0,1,0,0,0.988525391,3,0.666666667,0,0,5,0,8,0,10,,107007172.8,0,1073
hash_14011227_13307,14000416,1,1113952065,24,3,36,مرد,متاهل,0,1,2,.,.,97395992.69,1313,.,1,0,1,0,.,.,3,0.26302905,0,0,3,0,0,0,0,سررسید گذشته,.,0,655
hash_14011227_127008,14001009,1,700179714.5,16,2,39,زن,مجرد,0,0,0,.,.,103143123.6,114,.,3,0,0,.,.,.,2,0.94665705,0,0,0,0,0,0,0,,.,172216503.9,.
hash_14011227_90765,14000911,1,577393863.5,12,7,59,زن,متاهل,226917282.5,4,0,0,8,46370961.3,3225,44,2,4,1,4,16,0.008843069,4,0.661265314,0,2,2,0,0,0,0,سررسید گذشته,7459549.842,74582978.98,407
hash_14011227_3188,14000405,1,405073478.3,22,3,42,مرد,متاهل,0,0,25,138,79,20626161.51,2307,1103,1,0,0,.,.,1,2,0,0,0,16,0,1,0,2,,49941402.75,0,1196
hash_14011227_137289,14001222,1,396918532.6,24,1,35,مرد,مجرد,0,0,0,.,.,1084336.362,689,.,1,1,1,0,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_132630,14001027,1,165652273.9,10,17,36,مرد,مجرد,3345174987,20,33,180,218,948071569.1,1971,113,6,5,1,0,0,0.646444939,5,0.588389438,1,2,31,0,5,0,0,سررسید گذشته,2529162853,58032830.19,21
hash_14011227_194058,14000513,1,745940844.7,20,4,60,مرد,متاهل,99758296.14,0,2,0,38,41912953.48,1400,632,4,0,1,0,1,0.092287617,1,0.92882952,0,0,2,0,0,0,0,,18116472.05,115135087.4,870
hash_14011227_192034,14000812,1,1066901145,12,4,58,مرد,متاهل,245377361.2,0,0,0,1,165306986.2,2125,446,3,0,1,17,17,0.275416812,2,0.723949118,0,0,0,0,0,0,0,,90073981.06,216853906.4,.
hash_14011227_144775,14000505,1,294450333.4,18,5,53,مرد,متاهل,0,4,19,206,0,39873814.34,3132,316,2,2,0,.,.,0.729430198,3,0.636474672,1,3,14,0,4,0,1,سررسید گذشته,25904083.53,35570069.27,174
hash_14011227_1594,14000621,1,547338616.3,19,4,56,مرد,مجرد,31979485.13,3,37,0,432,36292215.15,2374,846,3,0,1,1,0,0.362046797,2,0.5,0,0,20,0,11,0,4,معوق,28259051.34,595198.3659,654
hash_14011227_82589,14000209,1,107565314.8,24,2,42,زن,متاهل,0,0,24,0,245,19571385.3,1926,951,2,0,0,.,.,1,1,0,0,0,17,0,6,0,1,,19571385.3,0,982
hash_14011227_45313,14000904,1,1049807025,24,5,51,مرد,متاهل,120142974.4,0,18,26,725,142843260.9,2504,676,1,2,1,0,0,0.777971323,2,0.490942778,0,0,18,0,0,0,0,,167118232.5,4773482.875,796
hash_14011227_26249,14001123,1,581035205.8,17,5,39,زن,متاهل,615867052.7,2,2,.,.,37677301.75,3171,.,2,3,1,10,41,.,2,0.473641766,0,2,2,0,0,0,0,سررسید گذشته,.,52419724.24,347
hash_14011227_146126,14000410,1,405073478.3,24,7,50,زن,متاهل,46171847.04,2,1,11,18,72910940.92,2609,173,4,1,1,0,0,0.145377416,3,0.603963426,0,0,3,0,0,0,0,سررسید گذشته,40086777.7,178188783.4,649
hash_14011227_4838,14000726,1,728404291,30,6,46,زن,متاهل,258120437.1,0,16,0,71,95387880.78,3029,272,1,3,1,0,0,0.723705766,3,0.421617469,0,0,16,0,0,0,0,,176824394.9,0,1185
hash_14011227_36519,14001116,1,418613260.7,20,3,51,زن,متاهل,58605856.5,0,2,25,468,1349979826,2397,596,1,1,1,0,.,0.810099771,2,0.655737705,0,0,2,0,0,0,0,,1369272049,9710217.227,808
hash_14011227_137922,14000413,1,486088174,10,5,43,مرد,متاهل,87401920.52,0,0,0,319,35570069.27,2311,896,1,4,1,9,10,0.091386988,2,0.48280232,0,0,0,0,0,0,0,,12288426.28,35570069.27,.
hash_14011227_161481,14000320,1,289571231.7,14,4,44,مرد,متاهل,1739449091,0,0,.,.,39327092.95,1544,.,3,1,1,0,1,.,3,0.55253081,0,0,0,0,0,0,0,,.,71413613.88,.
hash_14011227_132601,14000520,1,981501111.4,57,7,38,زن,متاهل,47400625.13,0,1,0,0,46243436.06,2218,22,2,3,1,4,53,0.504418321,2,0.649049175,0,0,1,0,0,0,0,,89317662.22,44845796.54,2001
hash_14011227_29665,14000917,1,524903512.3,24,3,69,زن,متاهل,62121585.19,0,0,.,.,31321363.3,2177,.,1,2,1,0,1,.,2,0.506696686,0,0,0,0,0,0,0,,.,58558467.68,.
hash_14011227_148599,14000929,1,1049807025,36,3,48,زن,متاهل,504062726.4,4,2,0,16,74783948.16,1510,354,1,1,1,4,20,0.016131171,1,0.181526543,0,0,0,2,4,0,0,معوق,4204147.344,895182.2017,314
hash_14011227_85488,14000830,1,1066901145,21,1,68,مرد,متاهل,14759072.5,0,0,.,.,1047583.745,577,.,1,1,1,0,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_194055,14001203,1,593723971.7,10,6,45,مرد,مجرد,5485613631,1,0,0,4,77198607.44,2177,1071,4,1,1,0,0,0.279257289,3,0.714362968,0,1,0,0,0,0,0,سررسید گذشته,45062084.01,124299879.4,246
hash_14011227_73769,14000803,1,88908428.79,24,1,35,زن,مجرد,0,0,0,.,.,13073554.82,758,.,1,1,0,.,.,.,1,0.590163934,0,0,0,0,0,0,0,,.,13073554.82,.
hash_14011227_65487,14000805,1,889084287.9,48,1,53,مرد,متاهل,0,0,0,.,.,1047583.745,552,.,1,1,0,.,.,.,1,0,0,0,0,0,0,0,0,,.,0,.
hash_14011227_199410,14000325,1,104917112.9,24,3,37,زن,متاهل,0,4,0,26,0,14222931.18,1326,45,1,2,0,.,.,0.159428299,1,0.371732845,0,3,0,0,1,0,0,معوق,2721942.091,0,237
hash_14011227_48522,14000806,1,737939958.9,24,1,40,مرد,متاهل,0,0,0,.,.,11976474.21,681,.,1,1,1,0,.,.,1,0.378378378,0,0,0,0,0,0,0,,.,0,.
hash_14011227_149603,14001008,1,1024653241,24,2,35,مرد,متاهل,42693885.03,0,1,0,344,34364401.6,3810,554,1,0,1,0,.,0.752677864,1,0,0,0,1,0,0,0,0,,34364401.6,0,2749
hash_14011227_123188,14000405,1,202536739.2,12,2,36,مرد,متاهل,0,0,0,33,0,40870672.44,1838,298,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,,74469732.16,0,.
hash_14011227_137236,14001222,1,694607432.1,28,2,47,مرد,مجرد,34884438.39,12,42,0,1623,23616454.18,3714,265,1,0,1,0,.,1,1,0,0,0,0,0,14,2,38,مشکوک الوصول,23616454.18,0,327
hash_14011227_175435,14000616,1,887066033.3,11,10,62,مرد,مجرد,0,0,30,127,297,3949209906,2075,183,3,1,0,.,.,0.694096553,5,0.345768501,0,0,17,0,2,0,0,,4511041524,1641446707,1144
hash_14011227_123820,14000506,1,147225166.7,12,15,58,زن,متاهل,187252225.4,32,24,237,414,98121353.66,2248,21,7,4,1,20,22,0.552437649,3,0.484004348,3,14,20,0,0,0,0,سررسید گذشته,208566401.7,39022238.51,132
hash_14011227_182947,14001130,1,515731537.2,24,2,44,زن,مجرد,0,10,0,.,.,30756678.06,788,.,2,1,0,.,.,.,2,0.651773378,3,7,0,0,0,0,0,سررسید گذشته,.,30756678.06,28
hash_14011227_38566,14000610,1,469956260.2,12,5,34,زن,متاهل,389508548,11,0,.,.,66322140.12,625,.,2,4,1,15,5,.,1,0.582357976,5,5,0,0,0,0,0,سررسید گذشته,.,118036087.5,82
hash_14011227_61515,14000412,1,486088174,17,3,41,مرد,مجرد,20687242.66,11,38,0,264,31834053.08,1697,105,1,1,1,13,98,1,2,0,2,3,8,2,7,0,9,معوق,68589005.94,0,135
hash_14011227_110061,14001005,1,298857195.2,24,4,61,مرد,مجرد,0,0,0,472,0,75588706.46,3735,539,2,1,1,0,.,0.88679328,1,0.833333333,0,0,0,0,0,0,0,,100153491.9,27089288.86,.
hash_14011227_27520,14000927,1,174967837.4,40,3,45,مرد,متاهل,1437583410,6,20,0,0,36863150.66,3603,698,2,0,1,0,0,0.255695451,2,0.233608237,0,3,21,0,2,0,0,معوق,32878497.86,12668120.99,358
hash_14011227_186303,14000824,1,720158273.2,26,3,47,مرد,متاهل,101984865,2,2,.,.,28130102.66,1135,.,2,1,1,0,0,.,1,0.743337254,0,2,2,0,0,0,0,سررسید گذشته,.,45306551.95,270
hash_14011227_169130,14000313,1,251801071,12,6,41,زن,مجرد,26099360.11,7,0,300,52,271098611.8,1832,44,3,2,1,0,.,0.4372487,3,0.743054185,1,6,0,0,0,0,0,سررسید گذشته,338651558.7,130823325.8,90
hash_14011227_137010,14000302,1,734419790.5,12,5,38,مرد,مجرد,0,5,15,0,1422,166164295.8,2434,579,3,1,0,.,.,0.232107118,3,0.782528029,0,0,6,0,9,0,5,معوق,276424623.7,103802787.3,580
hash_14011227_113219,14001226,1,992296331.6,22,8,72,زن,متاهل,91335884.08,0,6,0,213,23503651.34,3740,334,2,1,1,1,8,0.303070619,4,0.456102447,0,0,6,0,0,0,0,,21595770.86,23503651.34,922
hash_14011227_171255,14000824,1,266725286.4,12,7,55,مرد,متاهل,80079210.1,30,115,130,3219,36773484.67,4676,361,3,0,1,0,12,0.041296018,2,0.66305736,4,3,27,5,28,0,68,مشکوک الوصول,14499106.16,118204419.1,24
hash_14011227_147423,14000927,1,101481345.7,23,8,35,زن,متاهل,119113371.2,0,1,0,1186,54470643.32,2508,74,2,3,1,6,10,0.670467825,2,0.250894007,0,0,1,0,0,0,0,,98587116.15,0,923
hash_14011227_17752,14000804,1,373415400.9,14,4,39,زن,متاهل,62968947.18,0,50,.,.,124716964.8,2829,.,3,1,1,0,0,.,2,0.426597487,0,0,22,0,19,0,8,,.,73425236.77,1011
hash_14011227_121631,14000929,1,244954972.4,12,10,68,زن,مجرد,31829136.88,15,13,0,141,73344789.45,3980,851,1,6,1,0,5,0.383020392,4,0.599653982,6,4,12,0,0,0,2,سررسید گذشته,82337786.58,146684945.2,29
hash_14011227_115071,14001002,1,239085756.2,18,6,36,زن,متاهل,195654410.3,2,0,0,0,38887438.1,1171,75,3,3,1,10,21,0.08247989,2,0.608061363,1,1,0,0,0,0,0,سررسید گذشته,10325422.84,97621803.37,125
hash_14011227_87166,14001109,1,401868730.3,12,4,47,مرد,متاهل,214024306.2,5,0,739,200,65692920.39,1309,129,1,1,1,0,1,1,2,0,0,3,1,1,0,0,0,معوق,52728433.14,0,160
hash_14011227_175293,14001209,1,496148165.8,20,15,58,مرد,مجرد,54527839.52,35,237,0,6797,590255929.5,3179,99,4,1,1,5,50,0.538685489,5,0.987909763,0,3,56,1,49,16,49,مشکوک الوصول,698779563.1,80455509.01,129
hash_14011227_120187,14000822,1,373415400.9,24,3,39,زن,مجرد,11796090.87,0,35,12,444,20822683.12,2075,724,1,1,1,0,.,0.690875863,1,0.378378378,0,0,22,0,6,0,7,,38636755.24,0,842
hash_14011227_88957,14000305,1,209834225.9,24,3,48,مرد,متاهل,60544169.17,0,0,0,260,278711869.2,1493,331,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,,330731820.9,0,.
hash_14011227_47149,14000920,1,262451756.1,24,1,35,مرد,متاهل,0,0,0,0,0,27831339.81,1900,225,1,0,0,.,.,1,1,0,0,0,0,0,0,0,0,,27831339.81,0,.
hash_14011227_62417,14000902,1,883587579,24,1,61,زن,متاهل,96243833.38,0,0,.,.,30058647.37,260,.,2,0,1,0,1,.,1,0.756756757,0,0,0,0,0,0,0,,.,30058647.37,.
hash_14011227_51481,14000815,1,355633715.1,24,7,39,مرد,متاهل,428666998.8,11,1,0,74,33430320.92,2607,696,2,4,1,10,1,0.48995098,4,0.439182955,4,2,4,0,2,0,0,معوق,30515876.06,42215299.43,17
hash_14011227_96021,14000412,1,1012683696,19,3,46,مرد,متاهل,3714065798,0,36,71,29,246066347.3,2709,501,1,2,1,5,0,0.569854049,2,0.527777778,0,0,3,0,15,0,18,,345489026.8,0,986
hash_14011227_2627,14000623,1,773823561,20,4,36,زن,متاهل,0,9,5,0,300,53612982.68,1209,544,3,0,0,.,.,0.194348776,2,0.546147681,0,1,10,0,3,0,0,معوق,53612982.68,62522076.32,512
